text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
i just have 87 minutes left i ll see if i can recharge today or tomorrow coz i don t have a lot of balance,0,7.5334,0.0,0.0,0.0,0.0,0.0,"ft, recharge, har, row, balance, min, charge, al, minute, se, rech"
i just have 19 left sorry i forgot to give the driver money to get recharge i ll get the minutes tom call kar lena if i can t i hope your studies is going good,0,7.2573,0.0,0.0,0.0,0.0,0.0,"ft, recharge, har, min, pe, ka, charge, al, minute, dr, rech"
i jus wantd 2 keep toking but it ws at d cost of becoming ur slave again i wish things cudv been betr i want today to end on a gud note call me once ur thru,0,5.0204,0.0,0.0,0.0,0.0,0.0,"com, eco, ke, min, cost, al, ki, end"
i jus wana kno wen cn i tok to u,0,0.32,0.0,0.0,0.0,0.0,0.0,ana
i jus startd grooving 2 a song in ur hand motion style haha wiped out all my miseries 4 a moment felt refreshing,0,5.8294,0.0,0.0,0.0,0.0,0.3273,"star, pe, fresh, style, men, al, song, ref, se, ip, gr"
whn i ws a child i usd 2 say mai bada ho ke engineer banunga at dat tme i ws proud n my parents wer laughin now dey r proud n i am laughin,0,2.8777,0.0,0.0,0.0,0.0,0.0,"ts, ke, par, aug"
i jus saw a mini tanker wid commen wealth tractors painted across its back ask ur dad 2 consider doing something 4 commonwealth givn hw behind v r running in preparations m sure dey won t mind d extra help i think ders a lot of scope in dis n mayb if woteva company likes his work he cn continue wid dem evn after commonwealth is ovr plz plz plz tok 2 him abt dis plz oderwise i will,0,14.3696,0.0,0.0,0.0,0.0,0.0,"ts, ft, ac, rs, comp, com, ke, pl, min, won, par, pe, extra, ab, men, al, se, comm, ons, pan"
i jus hv 195 mins left i dono hw m hopin ul get d next recharge nw,0,5.3771,0.0,0.0,0.0,0.0,0.0,"ft, recharge, har, min, mins, charge, rech, ext"
i jus hav 4 mins left plz get d mins tom plz,0,3.0756,0.0,0.0,0.0,0.0,0.0,"ft, pl, min, mins"
i jus disconnected hw cud ur fone be busy u wanted to tok na so lets tok now,0,2.5091,0.0,0.0,0.0,0.0,0.0,"ts, disc, connected"
indian railways pnr 6220297622current status confirmed 27 s6 rlgnnumber of tickets 1class sltrain 2505 north east expjourney date 12 12 2008finally here comes d last sessionals of this long lasting war will b missing evry moment f d college days n thnx for being its part give ur best n from new jalpaiguri to allahabad jnboarding point new jalpaigurireserved upto allahabad jnchart status chart preparedgod will take care of rest happy sessionals,0,27.6594,0.0,0.0,0.0,0.0,0.0,"08, 29, ts, 250, 02, exp, 50, 200, po, final, har, upto, com, ke, app, tak, 00, 27, 20, par"
i hve alrdy told santa claus wat i wan 4 xmas a gud fren so if a big fat man cums n tries 2 wrap u up plz cooperate k merry christmas,0,5.1518,0.0,0.0,0.0,0.0,0.0,"rate, ms, pl, pe, xmas, al, rd, ist"
i hve alrdy leftsalil informed me earlier,0,4.1628,0.0,0.0,0.0,0.0,0.0,"ts, ft, info, al, rd, sal"
i hv told u stil i was vry much worid listng to u always i thot u l dstroy ur lyf if i gt marid to sum1 else so thot of leavng so dat u gt stable in ur lyf wid tym bt by drnkn n smkng u made al my eforts go in vain,0,4.7007,0.0,0.0,0.0,0.0,0.0,"ts, hot, ab, al, se, dr, rid, mar, ist"
i hv tkn ma brkfst,0,0.0,0.0,0.0,0.0,0.0,0.0,
i hv tkn d dinr wat abt u,0,1.5393,0.0,0.0,0.0,0.0,0.0,"din, ab, nr"
i hv nt dne anythng grt,0,0.3,0.0,0.0,0.0,0.0,0.0,gr
whn god pushes u 2 the edge of difficulty trust him fully bcoz only two things can happn eithr he l catch u wen u fall or he l teach u hw 2 fly gn,0,3.5129,0.0,0.0,0.0,0.0,0.0,"ac, app, fully, al, tc, edge"
i hv learnt k jaruri nh kisi kam ko acha smjh kr kro to vo acha hi hta h,0,3.7494,0.0,0.0,0.0,0.0,0.0,"earn, ac, nh, ka, ki, acha"
i hv boarded metro frm wlcm,0,1.3256,0.0,0.0,0.0,0.0,0.0,"metro, rd"
i hv attended d mpa class only fr d class hd ditched me dat day n hd mrkd dere attendance chup chap widout informin me wnt attend ne othr class4today sorry,0,4.117,0.0,0.0,0.0,0.0,0.0,"info, dance, min, tt, mr, end, tc, 4t"
indian railways pnr 6220297622current status confirmed 11 rlgnnumber of tickets 1class sltrain 2505 north east expjourney date 12 12 2008from new jalpaiguri to allahabad jnboarding point new jalpaigurireserved upto allahabad jnchart status chart not prepared,0,22.8697,0.0,0.0,0.0,0.0,0.0,"08, 29, ts, 250, 02, exp, 50, 200, po, har, upto, ke, 00, 20, par, 25, 11, new, date, india"
i hv a doubt wen u r fre den cl me,0,0.0,0.0,0.0,0.0,0.0,0.0,
i hv 1 xtra copy of sanjay sharma if u want u cn take it frm me on our nxt meet,0,2.3844,0.0,0.0,0.0,0.0,0.0,"har, ke, tak"
i hope your mom isn t angry with me for any reason if she is please tell her i m sorry she sounded displeased when i had called on the landline that s why,0,6.1696,0.0,0.0,0.0,0.0,0.0,"land, landline, pl, line, pe, al, sp, se, spl, gr"
i hope you ve woken up now take care,0,2.194,0.0,0.0,0.0,0.0,0.0,"ke, tak, pe"
i hope you re not doing anything wrong,0,0.6667,0.0,0.0,0.0,0.0,0.0,pe
i hope work is going good,0,0.6667,0.0,0.0,0.0,0.0,0.0,pe
i hope u reach home quick cant wait to tok to you,0,1.5363,0.0,0.0,0.0,0.0,0.0,"ac, pe"
i hope u gave d exam call me asap,0,1.2122,0.0,0.0,0.0,0.0,0.0,"pe, al"
i hope nw u bth met n talk so thngs r clear btwn u bth,0,1.2122,0.0,0.0,0.0,0.0,0.0,"pe, al"
i hope maybe someday in future when its raining outside and you are sitting near a window deep in thought a memory about the time we shared together drifts through your mind and a beautiful tear falls down from your eyes you smile thinking about me and believe me that day i will be the happiest person on earth not because i made you smile but because i was worth your tears pass dis 2ur friends whom u nvr wanna lose,0,11.9886,0.0,0.0,0.0,0.0,0.0,"ts, ft, rs, har, win, min, app, worth, pe, near, ab, al, ur friends, tt, se, dr, yes, ki, end"
indian railways servers are very busy please try after some time tip get weather forecast send help weather to learn more,0,5.5052,0.0,0.0,0.0,0.0,0.3273,"ft, earn, rs, pl, india, se, send, end, ip"
i hope i didn t sound too cross wasn t exactly my intention newyz keep me posted thru text if possible tc hoping things will get rosier,0,5.071,0.0,0.0,0.0,0.0,0.0,"ac, po, ke, pe, new, text, ext, tc"
i highlightd it a lil,0,0.9471,0.0,0.0,0.0,0.0,0.0,"high, hl"
i havta ask smbdy doubts list mei hei,0,1.3,0.0,0.0,0.0,0.0,0.0,"ts, ist"
i havn t seen a lazy person like u in winter days u stand in front of d mirror with 1 mug of water throw it on d mirror say lo naha liya,0,5.8147,0.0,0.0,0.0,0.0,0.0,"winter, rs, win, row, ke, pe, days, se"
i havent even started give me email ph no and other stuff about them,0,2.4742,0.0,0.0,0.0,0.0,0.0,"ph, star, ab, email"
i haven t even started give me email ph no and other stuff about them,0,2.4742,0.0,0.0,0.0,0.0,0.0,"ph, star, ab, email"
i have sent d ppt,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
i have one business plan alredy my minor project wil tell u abt it wen m free,0,5.7102,0.0,0.0,0.0,0.0,0.0,"ree, free, pl, min, business, ab, al, project"
i have nothing to say to you yet i still feel like talking i wish i could make this feeling go away,0,2.6643,0.0,0.0,0.0,0.0,0.0,"ke, al, fee, till, ki"
i have gven food 2 noni just take her out b4 leave,0,2.2384,0.0,0.0,0.0,0.0,0.0,"ke, tak, non"
indian railways servers are very busy please try after some time tip get sports scores send help sports to learn more,0,9.777,0.0,0.0,0.0,0.0,0.3273,"ts, ft, earn, rs, po, pl, sports, score, india, sp, sport, se, send, end, ip"
i have done my work it is working fine on dtc list bcz most of the station names are same bt it is nt working for metro stations bcz there z this appendind metro station thing at the end of every metro station plz fix this thing n give me new modified file of the database of every station name get it done asap bcz it won t take much time,0,10.0636,0.0,0.0,0.0,0.0,0.0,"data, metro, ke, pl, won, app, tak, pe, new, din, ab, se, ons, ki, end, tc, ist"
i have always been very afraid of losing people i cherish so much but at times i keep on asking myself is dere ne1 who ll b afraid of losing me also,0,4.5795,0.0,0.0,0.0,0.0,0.0,"ke, pl, pe, al, skin, heri, se, ki"
i have also got same info from my tg thanks,0,1.3372,0.0,0.0,0.0,0.0,0.0,"info, al"
i have already told santa claus what i want 4 chrismas good friends so if a big old man comes n tries to wrap u up please cooperate merry christmas,0,5.4327,0.0,0.0,0.0,0.0,0.0,"rate, com, pl, pe, al, se, end, ready, good friend, ist"
i have added u as a contact on way2sms com to send free sms to stop receiving sms email unsub way2sms com sent via way2sms com,0,11.1134,0.0,0.0,0.0,0.0,0.0,"ree, sms, ac, ms, free, com, contact, way2sms com, stop, way2sms, se, unsub, free sms, send free, send, sub, end, email"
i have a tbc class with you guys from 4 to 5 if you have a free class between 12 to 1 then let me know so that i can take the class earlier or not i will come at 4 to your class sms me as soon as possible sowdha tbc lecturer,0,7.2871,0.0,0.0,0.0,0.0,0.0,"ree, sms, po, ms, free, com, ke, tak, 12"
i have a class with you guys from 2 to 3 will you guys be in the class at that time i do not to come all the way just to see you guys run away,0,1.7986,0.0,0.0,0.0,0.0,0.0,"com, al, se"
i have 46 vodafone minutes left if you think you can get the recharge let me know otherwise inform me if you want me to get the recharge,0,7.1582,0.0,0.0,0.0,0.0,0.0,"ft, recharge, har, info, min, charge, minute, voda, vodafone, se, rech"
i hav to get up at 5 30 my room mates ll come to wake me,0,2.9301,0.0,0.0,0.0,0.0,0.0,"com, ke, 30, mates"
is br karva chawth ka fast rkha th ayushi k ly,0,0.6452,0.0,0.0,0.0,0.0,0.0,ka
indian railways servers are very busy please try after some time tip get mcx spot commodity prices send help mcx to learn more,0,8.9811,0.0,0.0,0.0,0.0,0.3273,"ft, earn, rs, po, price, com, pl, india, sp, se, comm, send, end, ip"
i hav maild hm jaisi he replies i l 4wd u d mail wo bi us mein hai,0,2.3875,0.0,0.0,0.0,0.0,0.0,"replies, pl, mein"
i hav decided my condition if u fulfill it i will not tell ur mom will explain the rest later low battery,0,3.7758,0.0,0.0,0.0,0.0,0.0,"exp, tell ur, pl, low, tt"
i hav a class at 9 so i wld b in clg i just tokd 2 sumit n he said dat he wld b dere by 10 n so wld aman n stuti,0,0.7019,0.0,0.0,0.0,0.0,0.0,10
i hav 1 u hav 1 ur mom uses ur dad s 1 n ur aunty uses ur uncle s 1 a married lady wud aquire one buh a divorced lady wud lose 1 arnold schwarzenegger has a longer one madonna duznt hav 1 the chinese usualy hav shorter 1s sumtyms indians hav long 1s wat is it ur surname buh i lyk the way u fink,0,2.7218,0.0,0.0,0.0,0.0,0.0,"ms, india, al, se, mar"
i hate your filthy personality,0,2.075,0.0,0.0,0.0,0.0,0.0,"rs, pe, al"
whn do we hv mr 2mrw,0,0.3522,0.0,0.0,0.0,0.0,0.0,mr
i hate that part of you,0,0.7286,0.0,0.0,0.0,0.0,0.0,par
i hate life somebody said to god god replied who asked u to love life just love a person who loves u and life will be beautiful on its own,0,4.0907,0.0,0.0,0.0,0.0,0.0,"ts, rs, ke, pl, pe"
i hate it whn sm1 hurt my frenznt bcoz i feel for dembt bcoz whn thy r hurt dey bcum sadn wen they bcum sadnalayak philosopher ban jate hai d,0,2.1955,0.0,0.0,0.0,0.0,0.0,"ph, al, fee, dna"
i had very bad valentines day i expected more from this company and city nothin was there we had as usual day,0,4.8621,0.0,0.0,0.0,0.0,0.0,"exp, comp, com, city, pe, al, pan"
indian medical ass0ciati0n suggests drinking 0f warm water in empty stomach in early morning which cures 1 headache 2 ody pain 3 diabetes 4 constipation 5 all eye diseases 6 womb cancer 7 ear nose throat disorders to kya irada he,0,7.8906,0.0,0.0,0.0,0.0,0.3273,"ts, ac, rs, order, india, ab, al, rd, se, dr, ons, ki, ip, iso"
i had very bad valentine s day i expected more from this company and city nothin was there we had as usual day,0,4.8621,0.0,0.0,0.0,0.0,0.0,"exp, comp, com, city, pe, al, pan"
i had some prob financial crisis 4 me since im goin to chennai on 23 and pallab havin de plan to go to meet his friend,0,2.82,0.0,0.0,0.0,0.0,0.0,"pl, 23, ab, al, end"
i had many options having poison hanging frm th ceiling jumping frm th buildn cutting my nerves but i chose education how brave i m hats off to me,0,6.4755,0.0,0.0,0.0,0.0,0.0,"opt, ts, po, options, option, ldn, tt, se, ons, iso"
i had joggin ll sleep,0,0.0,0.0,0.0,0.0,0.0,0.0,
i had get up bt pehle padhle den chalenge kk,0,1.5122,0.0,0.0,0.0,0.0,0.0,"pe, al, hl"
i had calld,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
whisky beer andcigarettes r a man s worst enemies aren t they but the man who runs away from his enemies is a coward so cheers,0,2.5474,0.0,0.0,0.0,0.0,0.0,"rs, emi, rd, tt"
i guess lil bit my fault i started toking abt things u don like toking abt for lack of betr conversation piece sry n yea u don need 2 call bck 4 dis msg i undrstnd,0,7.6044,0.0,0.0,0.0,0.0,0.0,"lac, ac, rs, ms, ke, star, ab, al, dr, msg, ki, guess"
i guess everything and ab mittal ko padha raha hai p,0,1.9197,0.0,0.0,0.0,0.0,0.0,"ab, al, tt, guess"
i got ur msg nw abt rdbms sylb bt i dont know coz i dont hv nething wid me right nw everything in hstl,0,2.8807,0.0,0.0,0.0,0.0,0.0,"ms, net, ab, rd, msg"
indian girls through the years 1980 love me but don t touch me 1990 touch me but don t kiss me 2000 kiss me but or kuch mat karna 2005 sab kuch kar lo par kisi ko batana nahi 2010 sub kuch karo warna mai sub ko bata dungi ki tum kuch nahi kar saktay p,0,13.1796,0.0,0.0,0.0,0.0,0.0,"000, 2000, 80, 200, rs, 00, 20, par, 10, 99, ka, india, ab, 05, 90, sub, ki, years, ana, year"
i got job in ocwen financial,0,0.852,0.0,0.0,0.0,0.0,0.0,"al, job"
i got it yaar i accepted,0,1.4696,0.0,0.0,0.0,0.0,0.0,"ac, cc"
i got an email yesterday you also probably received it they are starting their recruitment process the question is did they select smit find out,0,5.9797,0.0,0.0,0.0,0.0,0.0,"receive, star, starting, ab, men, al, rd, se, yes, select, email"
i got a gift 4 u no cost no batteries required tax free performs silently extremely personal fully returnable n transferable its a hug xclusively for u,0,12.3377,0.0,0.0,0.0,0.0,0.0,"ree, ts, ft, tax, rs, ms, free, fully, return, gift, pe, cost, sf, ab, al, tt, ext"
i gave my room key to tejas take from him u shift inside,0,2.4606,0.0,0.0,0.0,0.0,0.0,"ft, ke, tak"
which s the most dangerous alphabet of all w coz all worries start with wwho why what when which whom where war winewoman finalywife yaar,0,5.063,0.0,0.0,0.0,0.0,0.0,"final, win, ph, star, new, ab, al"
i found natasha on facebook,0,1.4382,0.0,0.0,0.0,0.0,0.0,"ac, book"
i found d security device bt i don remem d password coz it didn accept d one i entered sent a password change request will hv to call customer care to activate tht nw so left it,0,8.3152,0.0,0.0,0.0,0.0,0.0,"ft, sec, ac, enter, customer, activate, cc, word, al, rd, se, entered, cust"
indian cricket team has been penalized by animal activists for hunting 11 kangaroos yesterday further team 2 pay penalty 4 hunting 11 street dogs nxt wednesday,0,10.5212,0.0,0.0,0.0,0.0,0.0,"ree, ts, ac, cricket, ke, 11, pe, ka, team, india, pay, al, zed, rd, yes, ist"
i find television very educating every time somebody turns on the set i go into the other room and read a book,0,1.0119,0.0,0.0,0.0,0.0,0.0,"book, se"
i feel lucky as i m part of ur life keep me always in ur memories be my frnd forever happy friendship day ty avi,0,4.4991,0.0,0.0,0.0,0.0,0.3273,"ke, app, par, al, lucky, fee, end, ip"
i duno any bttr mvie n pl ask saum or mansi to cal sanam bt d swtshrts he dint rply to my msg so,0,4.8947,0.0,0.0,0.0,0.0,0.0,"ts, ms, pl, din, al, tt, msg, ana"
i duno ya kuch samajh nai aa rahatension itni zyada ho rai hai bad halattry doin stacks n queues or file handln,0,1.9074,0.0,0.0,0.0,0.0,0.0,"ac, al, tt"
i dropped a coin in the wishing well n prayed 4 a smart n intelligent friend then god gifted me u n said itne paise mein itna hi milenga gn n rlp,0,5.1066,0.0,0.0,0.0,0.0,0.0,"ft, mein, gift, pe, opp, se, dr, end, mar"
i dont want to form silly ideas in my head as to why u guys threw out tht maid i kno its ur parents stuff bt v share so mch wid each oder abt ourselves n our families n friends n others i rely want to kno thts all i cn say for nw,0,6.1997,0.0,0.0,0.0,0.0,0.0,"ts, ac, rs, har, par, ab, al, se, end"
i dont remember anythin u r very late to give reply its k i ll ask u from de first dis time reply fast,0,4.238,0.0,0.0,0.0,0.0,0.0,"ts, rs, member, reply, pl"
which unreplied msg and this week end we may go out pallab and piyush r makin some plans it seems,0,5.0089,0.0,0.0,0.0,0.0,0.0,"ms, pl, ab, al, se, week, nr, msg, ki, end"
i dont know while buyin didn t think anythin but i think i made mistake,0,2.1495,0.0,0.0,0.0,0.0,0.0,"ke, tak, buy, ist"
why do sardar study in front of mirror bcoz1 revision b saath me ho jata hai 2 wo apne upar nazar rakh sakta hai 3 usse combined study pasand hai,0,3.5354,0.0,0.0,0.0,0.0,0.0,"com, par, apne, rd, saath, se"
i dont know wy he offer tat i think want to show himself as trendy,0,2.5352,0.0,0.0,0.0,0.0,0.0,"offer, ms, se, end"
i dont know bout it but we wont be in same company no training in same de same city,0,3.505,0.0,0.0,0.0,0.0,0.0,"comp, com, won, city, pan"
i dont know anythin bout him but i heard a lot tats great u ll hav de chance to meet him,0,2.3793,0.0,0.0,0.0,0.0,0.0,"ts, chance, rd, gr"
i dont have balance so ll take two days to recharge it sent via way2sms com,0,10.4211,0.0,0.0,0.0,0.0,0.0,"recharge, sms, har, ms, com, way2sms com, ke, balance, tak, charge, al, days, way2sms, se, rech"
i dont hav keys can u plz come fast,0,2.371,0.0,0.0,0.0,0.0,0.0,"com, ke, pl"
i dont care if he puts it in dust bin or some where,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
indian boy mere 3 bhai aur 3 behen he tere kitne hai american boy mere bhai bahen nahi par meri pehli mummy se 4 papa aur pehle papa se 5 mummy hai,0,3.6918,0.0,0.0,0.0,0.0,0.0,"par, pe, aur, india, se, ki, hl"
i dono y m nt feeling gud abt netin my colg thing ur hostel thing m evn taking akhil n aliza s news as something bad wrong mayb my mind s jus twisted coz f my colg thing m sry i kno dis is crappy msg 2 send tc n best of luck wish i cud fix myself,0,9.5132,0.0,0.0,0.0,0.0,0.0,"ms, min, app, tak, new, net, ab, news, al, best, fee, se, send, msg, ki, end, tc, ist"
i dono if its bcoz of d medicine or wot m practicaly falling off my seat m so sleepy ws pleasantly surprised to c ur text tho i din undrstnd it waiting n seeing if u reply nw,0,7.5507,0.0,0.0,0.0,0.0,0.0,"ts, ac, rs, reply, pl, text, din, al, se, dr, surprise, ext"
i dono if it evr hapns to u or nt sumhw i ws am feeling prety rattled like m unsure abt so mny things n evn a lil scared newyz wud be nice to wake up to a reply from u tc,0,5.1821,0.0,0.0,0.0,0.0,0.0,"ke, reply, pl, new, ab, fee, tt, pre, tc"
i dono hw u cn make me smile evn after pissing me off paagal decent comeback,0,3.9502,0.0,0.0,0.0,0.0,0.0,"ft, ac, com, ke, al"
i dono hw annoying it is wen i don reply bt m having a tough tym controlling my paranoia plz reply,0,2.2705,0.0,0.0,0.0,0.0,0.0,"reply, pl, par"
i don t like not being able to reach you,0,2.2268,0.0,0.0,0.0,0.0,0.0,"ac, ke, ab"
i don t know bhejna hai bhej nai toh mt bhej i have conveyed the msg to u,0,1.1936,0.0,0.0,0.0,0.0,0.0,"ms, msg"
i don t know d actual meaning of maturity bt 4 me maturity is wn a person hurts u n u try 2 understnd thr situation n dn t hurt dem back tk cr,0,3.9446,0.0,0.0,0.0,0.0,0.0,"ts, ac, rs, pe, al"
